EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q2WG80	Danio rerio	Metazoa	140			Negative	4	False
Q8SUF9	Encephalitozoon cuniculi (strain GB-M1)	Fungi	553			Negative	5	True
P39988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312			Negative	1	False
Q7SBR3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	86			Negative	1	False
Q12476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344			Negative	1	False
P05090	Homo sapiens	Metazoa	189	1.0	20.0	Positive	1	
Q84K96	Crocus sativus	Viridiplantae	369			Negative	1	False
P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721			Negative	1	False
Q96P11	Homo sapiens	Metazoa	429			Negative	5	False
Q8CGB3	Mus musculus	Metazoa	1411			Negative	1	False
Q05860	Mus musculus	Metazoa	1466			Negative	1	False
Q9FIX1	Arabidopsis thaliana	Viridiplantae	172			Negative	1	False
Q86VP3	Homo sapiens	Metazoa	889			Negative	5	False
O75506	Homo sapiens	Metazoa	76			Negative	5	False
Q5U117	Drosophila melanogaster	Metazoa	639			Negative	4	False
Q9Y3A0	Homo sapiens	Metazoa	265			Negative	1	False
Q6RFZ7	Rattus norvegicus	Metazoa	1039			Negative	4	False
A0A7J6KE60	Toxoplasma gondii	Other	652			Negative	5	True
Q27441	Aplysia californica	Metazoa	92	1.0	21.0	Positive	4	
P0CJ62	Xenopus laevis	Metazoa	239			Negative	3	False
Q8IPX7	Drosophila melanogaster	Metazoa	232			Negative	1	False
Q5H9F3	Homo sapiens	Metazoa	1785			Negative	3	False
P22035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	811			Negative	5	False
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314			Negative	1	False
Q9BUA3	Homo sapiens	Metazoa	381			Negative	2	False
Q9BZJ7	Homo sapiens	Metazoa	368			Negative	3	False
A0A5B9G902	Aureobasidium melanogenum	Fungi	521			Negative	3	False
Q9ZT96	Arabidopsis thaliana	Viridiplantae	541			Negative	4	False
Q8RWS0	Arabidopsis thaliana	Viridiplantae	124			Negative	2	False
Q9VDE4	Drosophila melanogaster	Metazoa	286			Negative	1	False
Q15057	Homo sapiens	Metazoa	778			Negative	4	False
P07439	Megabalanus rosa	Metazoa	162	1.0	24.0	Positive	1	
Q13685	Homo sapiens	Metazoa	434			Negative	2	False
P07981	Hypocrea jecorina	Fungi	459	1.0	22.0	Positive	5	
Q84JL7	Arabidopsis thaliana	Viridiplantae	330			Negative	3	False
Q4V7K4	Xenopus laevis	Metazoa	733			Negative	3	False
Q10474	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258			Negative	5	False
Q06405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101			Negative	2	False
Q96QA5	Homo sapiens	Metazoa	445			Negative	1	False
Q8K4H1	Mus musculus	Metazoa	305			Negative	3	False
Q9FT52	Arabidopsis thaliana	Viridiplantae	168			Negative	3	False
Q12018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	815			Negative	3	False
Q05937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343			Negative	4	False
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344			Negative	2	False
Q504Q3	Homo sapiens	Metazoa	1202			Negative	4	False
Q9CQ54	Mus musculus	Metazoa	120			Negative	3	True
Q9UJX5	Homo sapiens	Metazoa	808			Negative	4	False
F4IS91	Arabidopsis thaliana	Viridiplantae	1340			Negative	5	False
Q9R237	Rattus norvegicus	Metazoa	708			Negative	4	False
Q08062	Zea mays	Viridiplantae	332			Negative	5	False
Q9EQR5	Mus musculus	Metazoa	269			Negative	3	False
Q920G2	Rattus norvegicus	Metazoa	337			Negative	4	False
Q56P03	Homo sapiens	Metazoa	285			Negative	5	False
Q6DN90	Homo sapiens	Metazoa	963			Negative	4	False
P46677	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1066			Negative	3	False
Q9FN52	Arabidopsis thaliana	Viridiplantae	503			Negative	1	False
D3Z3K2	Mus musculus	Metazoa	276			Negative	3	False
Q98TA5	Xenopus laevis	Metazoa	896			Negative	1	False
Q9C0E2	Homo sapiens	Metazoa	1151			Negative	5	False
P40923	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201			Negative	3	False
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335			Negative	3	False
P07272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904			Negative	3	False
Q0WNP3	Arabidopsis thaliana	Viridiplantae	617			Negative	3	False
P40543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189			Negative	2	False
Q0ZS87	Phlebotomus perniciosus	Metazoa	393	1.0	18.0	Positive	3	
P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126			Negative	1	False
P36160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344			Negative	3	False
P39011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633			Negative	4	False
Q6P1J9	Homo sapiens	Metazoa	531			Negative	1	False
P53942	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307			Negative	3	False
Q8N0T1	Homo sapiens	Metazoa	100			Negative	4	False
Q06497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328			Negative	2	False
Q9NQ31	Homo sapiens	Metazoa	210			Negative	3	False
P40166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	100			Negative	3	False
P51593	Rattus norvegicus	Metazoa	4454			Negative	4	False
P82926	Bos taurus	Metazoa	106			Negative	3	False
Q4KMQ1	Homo sapiens	Metazoa	711			Negative	4	False
Q93VR9	Arabidopsis thaliana	Viridiplantae	326			Negative	4	False
P50479	Homo sapiens	Metazoa	330			Negative	3	False
P27684	Spinacia oleracea	Viridiplantae	142			Negative	5	False
F4K410	Arabidopsis thaliana	Viridiplantae	675			Negative	5	False
Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566			Negative	3	False
Q21446	Caenorhabditis elegans	Metazoa	539			Negative	4	False
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382			Negative	3	False
A0A7J6KC99	Toxoplasma gondii	Other	7603			Negative	2	False
G5ECN5	Caenorhabditis elegans	Metazoa	388			Negative	2	False
P12729	Dictyostelium discoideum	Other	168	1.0	19.0	Positive	4	
Q06563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197			Negative	4	True
Q9HCS7	Homo sapiens	Metazoa	855			Negative	4	False
P18544	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423			Negative	3	False
P54654	Dictyostelium discoideum	Other	464			Negative	4	False
P49256	Canis lupus familiaris	Metazoa	356	1.0	44.0	Positive	3	
Q9VNB5	Drosophila melanogaster	Metazoa	486			Negative	1	False
O59676	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	359			Negative	4	False
P52927	Mus musculus	Metazoa	108			Negative	2	False
Q96QE3	Homo sapiens	Metazoa	1844			Negative	3	False
Q3KNY0	Mus musculus	Metazoa	2849			Negative	5	False
P86407	Mesobuthus eupeus	Metazoa	75	1.0	22.0	Positive	1	
P16521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1044			Negative	3	False
Q9NU22	Homo sapiens	Metazoa	5596			Negative	2	False
P24929	Nicotiana tabacum	Viridiplantae	186			Negative	3	False
O96626	Dictyostelium discoideum	Other	138			Negative	1	False
O14284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188			Negative	4	False
O22832	Arabidopsis thaliana	Viridiplantae	401			Negative	2	False
Q9VB62	Drosophila melanogaster	Metazoa	609			Negative	3	False
P49419	Homo sapiens	Metazoa	539			Negative	1	False
Q9P246	Homo sapiens	Metazoa	746	1.0	14.0	Positive	1	
O88713	Mus musculus	Metazoa	188			Negative	2	False
Q18321	Caenorhabditis elegans	Metazoa	482			Negative	4	False
Q9WU12	Mus musculus	Metazoa	71			Negative	4	False
Q9HGN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151			Negative	4	False
P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576			Negative	5	False
Q9WVR8	Rattus norvegicus	Metazoa	610			Negative	1	False
Q96JM3	Homo sapiens	Metazoa	812			Negative	3	False
P86981	Podarcis siculus	Metazoa	81			Negative	3	False
P24345	Zea mays	Viridiplantae	359			Negative	1	False
Q6PFX2	Mus musculus	Metazoa	281			Negative	3	False
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561			Negative	2	False
Q9NZC9	Homo sapiens	Metazoa	954			Negative	3	False
Q12487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163			Negative	4	False
A2SWM2	Danio rerio	Metazoa	504			Negative	3	True
P47821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323			Negative	1	False
O35683	Mus musculus	Metazoa	70			Negative	5	True
Q9H2D6	Homo sapiens	Metazoa	2365			Negative	3	False
P32322	Homo sapiens	Metazoa	319			Negative	5	False
Q10FT0	Oryza sativa subsp. japonica	Viridiplantae	824			Negative	3	False
P25646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442			Negative	1	False
P07246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375			Negative	4	False
Q9M365	Arabidopsis thaliana	Viridiplantae	359			Negative	3	False
Q00013	Homo sapiens	Metazoa	466			Negative	2	False
P40992	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	514			Negative	4	False
Q8S3U9	Arabidopsis thaliana	Viridiplantae	1090			Negative	1	False
O13688	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522			Negative	5	False
Q80X86	Mus musculus	Metazoa	340			Negative	2	False
P16382	Mus musculus	Metazoa	810	1.0	25.0	Positive	1	
Q9NWQ9	Homo sapiens	Metazoa	140			Negative	5	False
Q06675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368			Negative	1	False
Q95QD7	Caenorhabditis elegans	Metazoa	435			Negative	5	False
C0HKM3	Conus purpurascens	Metazoa	458	1.0	18.0	Positive	4	
O76076	Homo sapiens	Metazoa	250	1.0	23.0	Positive	3	
Q8NEZ2	Homo sapiens	Metazoa	397			Negative	3	False
F4K2A1	Arabidopsis thaliana	Viridiplantae	571			Negative	3	False
Q9CQR4	Mus musculus	Metazoa	140			Negative	2	False
Q945U0	Phytophthora sojae	Other	257	1.0	28.0	Positive	1	
Q9LK57	Arabidopsis thaliana	Viridiplantae	394			Negative	4	False
Q9BSF8	Homo sapiens	Metazoa	475			Negative	1	False
Q29486	Felis catus	Metazoa	524	1.0	17.0	Positive	2	
G5EC68	Caenorhabditis elegans	Metazoa	85	1.0	17.0	Positive	5	
P06681	Homo sapiens	Metazoa	752	1.0	20.0	Positive	3	
Q8N5I2	Homo sapiens	Metazoa	433			Negative	1	False
Q8BKC5	Mus musculus	Metazoa	1097			Negative	2	False
Q9GZT3	Homo sapiens	Metazoa	109			Negative	5	False
P40085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556			Negative	5	True
Q86V15	Homo sapiens	Metazoa	1759			Negative	4	False
Q9BW71	Homo sapiens	Metazoa	556			Negative	2	False
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560			Negative	3	False
P40237	Mus musculus	Metazoa	266			Negative	5	True
Q9LVI9	Arabidopsis thaliana	Viridiplantae	426			Negative	4	False
Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	1.0	27.0	Positive	4	
Q80TR8	Mus musculus	Metazoa	1506			Negative	3	False
Q9VKM1	Drosophila melanogaster	Metazoa	843			Negative	1	False
Q9FKP4	Arabidopsis thaliana	Viridiplantae	1264			Negative	5	False
Q9SKZ5	Arabidopsis thaliana	Viridiplantae	560			Negative	3	False
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736			Negative	4	False
P57744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87			Negative	1	False
Q336N8	Oryza sativa subsp. japonica	Viridiplantae	858			Negative	2	False
P12683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1054			Negative	3	True
Q9BQL6	Homo sapiens	Metazoa	677			Negative	5	False
A0A1S4FPC9	Aedes aegypti	Metazoa	3364			Negative	4	False
O35914	Mus musculus	Metazoa	961			Negative	3	False
Q9P3U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547			Negative	4	True
Q9BZV1	Homo sapiens	Metazoa	441			Negative	4	False
Q01217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863			Negative	5	False
Q03770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	852			Negative	5	False
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555			Negative	4	False
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411			Negative	2	False
Q9VB46	Drosophila melanogaster	Metazoa	579			Negative	5	True
Q9UUK4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	202			Negative	4	False
O74954	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613			Negative	3	False
Q8VDP4	Mus musculus	Metazoa	922			Negative	5	False
P40038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420			Negative	3	False
O95817	Homo sapiens	Metazoa	575			Negative	4	False
P24052	Gallus gallus	Metazoa	142	1.0	21.0	Positive	2	
O13936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	990			Negative	3	False
Q18171	Caenorhabditis elegans	Metazoa	424			Negative	5	False
P25649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128			Negative	2	False
P50440	Homo sapiens	Metazoa	423			Negative	4	False
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576			Negative	3	False
Q8IS16	Dictyostelium discoideum	Other	604			Negative	5	False
A4LAR6	Grifola frondosa	Fungi	107	1.0	24.0	Positive	1	
Q93VB2	Arabidopsis thaliana	Viridiplantae	425			Negative	1	False
O49687	Arabidopsis thaliana	Viridiplantae	589			Negative	4	False
Q04172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456			Negative	3	False
Q8BVZ5	Mus musculus	Metazoa	266			Negative	5	False
Q8VC04	Mus musculus	Metazoa	261			Negative	2	False
Q9FE22	Arabidopsis thaliana	Viridiplantae	292			Negative	3	False
Q04264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1277			Negative	3	False
Q9Y228	Homo sapiens	Metazoa	551			Negative	1	False
Q1PDI2	Arabidopsis thaliana	Viridiplantae	487			Negative	2	False
O47027	Chlamydomonas reinhardtii	Viridiplantae	570			Negative	2	False
F4JCU0	Arabidopsis thaliana	Viridiplantae	1007			Negative	3	False
Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703			Negative	2	False
Q03713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	159			Negative	4	False
Q26366	Drosophila melanogaster	Metazoa	453			Negative	4	False
O00623	Homo sapiens	Metazoa	359			Negative	2	False
Q12420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587			Negative	3	False
Q8NDZ2	Homo sapiens	Metazoa	872			Negative	2	False
Q9LZD0	Arabidopsis thaliana	Viridiplantae	599			Negative	4	False
Q93WX6	Arabidopsis thaliana	Viridiplantae	463			Negative	3	False
Q9QZI7	Rattus norvegicus	Metazoa	287			Negative	5	False
Q5SQP1	Mus musculus	Metazoa	306			Negative	2	False
Q9GS00	Caenorhabditis elegans	Metazoa	601			Negative	3	False
Q91X84	Mus musculus	Metazoa	619			Negative	1	False
Q93092	Mus musculus	Metazoa	337			Negative	1	False
Q10168	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	598			Negative	4	False
Q9LNE8	Arabidopsis thaliana	Viridiplantae	200			Negative	2	False
P80483	Amphidinium carterae	Other	323			Negative	1	False
Q94JZ8	Arabidopsis thaliana	Viridiplantae	468			Negative	5	False
Q9BSN7	Homo sapiens	Metazoa	226			Negative	3	True
Q8N140	Homo sapiens	Metazoa	333			Negative	1	False
Q8GXH3	Arabidopsis thaliana	Viridiplantae	371			Negative	5	False
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404			Negative	1	False
Q9UHB9	Homo sapiens	Metazoa	627			Negative	3	False
Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407			Negative	1	False
P51636	Homo sapiens	Metazoa	162			Negative	5	False
Q8GY89	Arabidopsis thaliana	Viridiplantae	125			Negative	5	False
O60293	Homo sapiens	Metazoa	1989			Negative	4	False
Q92621	Homo sapiens	Metazoa	2012			Negative	2	False
Q8H1D9	Arabidopsis thaliana	Viridiplantae	605			Negative	3	False
Q9NP77	Homo sapiens	Metazoa	194			Negative	1	False
Q9H7T9	Homo sapiens	Metazoa	357			Negative	5	False
Q9LXI8	Arabidopsis thaliana	Viridiplantae	67			Negative	4	False
Q9H7E2	Homo sapiens	Metazoa	651			Negative	3	False
Q6P6J4	Mus musculus	Metazoa	239			Negative	1	False
Q07534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307			Negative	1	False
F4KHI3	Arabidopsis thaliana	Viridiplantae	1168			Negative	4	False
Q12931	Homo sapiens	Metazoa	704			Negative	1	False
Q6WN19	Rattus norvegicus	Metazoa	469			Negative	1	False
O74388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301			Negative	5	False
Q15768	Homo sapiens	Metazoa	340	1.0	27.0	Positive	1	
Q12259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	485			Negative	2	False
Q99615	Homo sapiens	Metazoa	494			Negative	1	False
B6HLT9	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	357			Negative	2	False
Q9SJF1	Arabidopsis thaliana	Viridiplantae	589			Negative	5	False
Q00312	Candida albicans	Fungi	527			Negative	5	False
Q8GYC7	Arabidopsis thaliana	Viridiplantae	313			Negative	4	False
Q9LKA0	Arabidopsis thaliana	Viridiplantae	259			Negative	1	False
Q92619	Homo sapiens	Metazoa	1136			Negative	5	False
Q10332	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	830			Negative	4	False
Q9H6E4	Homo sapiens	Metazoa	229	1.0	22.0	Positive	5	
Q9H1P3	Homo sapiens	Metazoa	480			Negative	4	False
F4J264	Arabidopsis thaliana	Viridiplantae	406			Negative	2	False
P53114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132			Negative	1	False
Q96S96	Homo sapiens	Metazoa	227	1.0	22.0	Positive	3	
Q9BU61	Homo sapiens	Metazoa	184			Negative	1	False
Q9HAP6	Homo sapiens	Metazoa	207			Negative	3	False
Q5VZV1	Homo sapiens	Metazoa	264			Negative	1	False
P0DJH7	Gallus gallus	Metazoa	80			Negative	4	False
Q9WU70	Rattus norvegicus	Metazoa	1152			Negative	3	False
Q9BV90	Homo sapiens	Metazoa	132			Negative	2	False
Q9JKT3	Mus musculus	Metazoa	297			Negative	5	False
Q9WTK2	Mus musculus	Metazoa	593			Negative	1	False
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	1.0	20.0	Positive	2	
P13385	Homo sapiens	Metazoa	188	1.0	30.0	Positive	1	
Q96EY7	Homo sapiens	Metazoa	689			Negative	2	False
F4HYF3	Arabidopsis thaliana	Viridiplantae	401			Negative	2	False
Q9Y7X6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	684			Negative	4	False
O17286	Caenorhabditis elegans	Metazoa	403			Negative	2	False
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111			Negative	3	False
P35053	Rattus norvegicus	Metazoa	558	1.0	23.0	Positive	1	
O14412	Orpinomyces sp. (strain PC-2)	Fungi	245	1.0	29.0	Positive	5	
P18581	Mus musculus	Metazoa	657			Negative	4	True
Q9BWC9	Homo sapiens	Metazoa	280			Negative	2	False
B1ASB6	Mus musculus	Metazoa	1015			Negative	4	False
O15360	Homo sapiens	Metazoa	1455			Negative	1	False
Q94K85	Arabidopsis thaliana	Viridiplantae	359	1.0	26.0	Positive	1	
Q96NY9	Homo sapiens	Metazoa	551			Negative	2	False
Q7Z6K1	Homo sapiens	Metazoa	395			Negative	1	False
L0R8F8	Homo sapiens	Metazoa	70			Negative	1	False
A0A2H1A5W4	Candidozyma auris	Fungi	679			Negative	1	False
Q6PJW8	Homo sapiens	Metazoa	725			Negative	3	False
Q9SQI3	Gossypium hirsutum	Viridiplantae	413			Negative	2	False
P19954	Spinacia oleracea	Viridiplantae	302			Negative	4	False
Q9P6Q0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	112			Negative	4	False
Q10164	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1275			Negative	3	False
P03877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415			Negative	3	True
Q96EU6	Homo sapiens	Metazoa	259			Negative	1	False
Q08605	Drosophila melanogaster	Metazoa	581			Negative	2	False
Q336R3	Oryza sativa subsp. japonica	Viridiplantae	844			Negative	4	False
Q9TW32	Dictyostelium discoideum	Other	197	1.0	22.0	Positive	5	
P34250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132			Negative	3	False
Q923Q2	Mus musculus	Metazoa	1113			Negative	3	False
Q9Y2G2	Homo sapiens	Metazoa	537			Negative	1	False
H2QII6	Pan troglodytes	Metazoa	3224			Negative	4	False
Q8N668	Homo sapiens	Metazoa	190			Negative	3	False
Q5TGY3	Homo sapiens	Metazoa	1603			Negative	2	False
Q9UK33	Homo sapiens	Metazoa	172			Negative	3	False
Q8C3P7	Mus musculus	Metazoa	580			Negative	3	False
B9FDE0	Oryza sativa subsp. japonica	Viridiplantae	494			Negative	5	False
Q9ZQZ6	Arabidopsis thaliana	Viridiplantae	263			Negative	1	False
P92949	Arabidopsis thaliana	Viridiplantae	725			Negative	5	True
Q43092	Pisum sativum	Viridiplantae	603			Negative	4	False
P46062	Mus musculus	Metazoa	1037			Negative	2	False
Q8WV22	Homo sapiens	Metazoa	266			Negative	5	False
Q96F07	Homo sapiens	Metazoa	1278			Negative	5	False
Q9UDY8	Homo sapiens	Metazoa	824			Negative	4	False
O94410	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	186			Negative	5	False
Q9NYP3	Homo sapiens	Metazoa	566			Negative	5	False
F4JMV6	Arabidopsis thaliana	Viridiplantae	399			Negative	3	False
P28798	Mus musculus	Metazoa	589	1.0	17.0	Positive	5	
Q02521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185			Negative	1	False
Q2TAL8	Homo sapiens	Metazoa	776			Negative	3	False
A6NGQ2	Homo sapiens	Metazoa	149			Negative	3	False
Q5ZPR3	Homo sapiens	Metazoa	534	1.0	28.0	Positive	4	
Q14241	Homo sapiens	Metazoa	772			Negative	4	False
P31414	Arabidopsis thaliana	Viridiplantae	770			Negative	1	True
O14215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	454			Negative	1	False
Q9SU50	Arabidopsis thaliana	Viridiplantae	626			Negative	1	True
Q9VN45	Drosophila melanogaster	Metazoa	553			Negative	3	False
Q21733	Caenorhabditis elegans	Metazoa	546			Negative	3	False
Q9VJL6	Drosophila melanogaster	Metazoa	138			Negative	1	False
Q39214	Arabidopsis thaliana	Viridiplantae	926			Negative	4	False
Q6R3K9	Arabidopsis thaliana	Viridiplantae	664			Negative	3	True
P49916	Homo sapiens	Metazoa	1009			Negative	3	False
I6VSD2	Capra hircus	Metazoa	224			Negative	2	True
Q01163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	450			Negative	2	False
Q9H1J1	Homo sapiens	Metazoa	476			Negative	4	False
P05982	Rattus norvegicus	Metazoa	274			Negative	5	False
Q9SAH8	Arabidopsis thaliana	Viridiplantae	532			Negative	2	True
Q9LG05	Arabidopsis thaliana	Viridiplantae	485			Negative	2	False
Q9C950	Arabidopsis thaliana	Viridiplantae	643			Negative	3	False
P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461			Negative	2	False
Q02457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	562			Negative	2	False
Q07436	Drosophila melanogaster	Metazoa	1427			Negative	3	False
Q55GS3	Dictyostelium discoideum	Other	607	1.0	19.0	Positive	5	
Q22799	Caenorhabditis elegans	Metazoa	89			Negative	2	False
Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153			Negative	3	False
P39023	Homo sapiens	Metazoa	403			Negative	3	False
C6TA59	Glycine max	Viridiplantae	214			Negative	3	False
Q62813	Rattus norvegicus	Metazoa	338	1.0	28.0	Positive	3	
Q8TF40	Homo sapiens	Metazoa	1166			Negative	3	False
Q2M2T7	Bos taurus	Metazoa	167			Negative	3	False
Q13492	Homo sapiens	Metazoa	652			Negative	3	False
Q21443	Caenorhabditis elegans	Metazoa	566			Negative	3	False
P13164	Homo sapiens	Metazoa	125			Negative	5	True
Q9UK41	Homo sapiens	Metazoa	221			Negative	3	False
Q505B8	Mus musculus	Metazoa	171			Negative	2	False
P55203	Bos taurus	Metazoa	1110	1.0	56.0	Positive	5	
O94972	Homo sapiens	Metazoa	964			Negative	4	False
Q8RXD9	Arabidopsis thaliana	Viridiplantae	955			Negative	1	False
Q652K4	Oryza sativa subsp. japonica	Viridiplantae	315			Negative	4	False
Q6T6C2	Theromyzon tessulatum	Metazoa	97	1.0	22.0	Positive	5	
O08715	Mus musculus	Metazoa	857			Negative	1	False
Q8IYM2	Homo sapiens	Metazoa	578			Negative	3	False
P38360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216			Negative	3	False
Q3TH73	Mus musculus	Metazoa	532			Negative	3	False
Q92341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	630			Negative	2	True
Q9LIK9	Arabidopsis thaliana	Viridiplantae	463			Negative	3	False
Q00653	Homo sapiens	Metazoa	900			Negative	5	False
Q960V3	Drosophila melanogaster	Metazoa	1122			Negative	5	False
P43554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623			Negative	2	False
Q9LYR5	Arabidopsis thaliana	Viridiplantae	256			Negative	4	False
P45561	Sus scrofa	Metazoa	189	1.0	16.0	Positive	5	
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360			Negative	1	False
Q62847	Rattus norvegicus	Metazoa	705			Negative	1	False
Q8R3P9	Mus musculus	Metazoa	1054			Negative	3	False
A0A1D6IEG9	Zea mays	Viridiplantae	668			Negative	2	False
P36980	Homo sapiens	Metazoa	270	1.0	18.0	Positive	3	
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70			Negative	1	True
F4ICK8	Arabidopsis thaliana	Viridiplantae	502			Negative	4	False
Q9Y2I9	Homo sapiens	Metazoa	924			Negative	1	False
O78750	Ovis aries	Metazoa	227			Negative	4	False
Q3E823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68			Negative	2	False
Q6GKV1	Arabidopsis thaliana	Viridiplantae	324			Negative	2	False
