EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class
Q86Y91	Homo sapiens	Metazoa	852	None	None	Negative
Q7XJE6	Arabidopsis thaliana	Viridiplantae	367	None	None	Negative
O75038	Homo sapiens	Metazoa	1416	None	None	Negative
F1QGC8	Danio rerio	Metazoa	207	None	None	Negative
Q6X4W1	Homo sapiens	Metazoa	530	None	None	Negative
P51859	Mus musculus	Metazoa	237	None	None	Negative
Q6QUW1	Lymnaea stagnalis	Metazoa	452	None	None	Negative
B3TPQ6	Magnolia grandiflora	Viridiplantae	550	None	None	Negative
Q9XYN1	Schistocerca americana	Metazoa	359	None	None	Negative
P53063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	None	None	Negative
O94477	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1516	None	None	Negative
O14788	Homo sapiens	Metazoa	317	None	None	Negative
Q24533	Drosophila melanogaster	Metazoa	382	None	None	Negative
A4GDT4	Olea europaea	Viridiplantae	134	None	None	Negative
Q4KM37	Rattus norvegicus	Metazoa	339	None	None	Negative
P69197	Brassica campestris	Viridiplantae	79	None	None	Negative
Q6NRW3	Xenopus laevis	Metazoa	199	None	None	Negative
Q8NCL8	Homo sapiens	Metazoa	245	None	None	Negative
A0A2Z6FZ31	Neocamarosporium betae	Fungi	725	None	None	Negative
Q8SRY0	Encephalitozoon cuniculi (strain GB-M1)	Fungi	217	None	None	Negative
Q9SVL0	Arabidopsis thaliana	Viridiplantae	249	None	None	Negative
P62737	Mus musculus	Metazoa	377	None	None	Negative
Q04225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511	None	None	Negative
Q9H0M5	Homo sapiens	Metazoa	742	None	None	Negative
Q9VPC1	Drosophila melanogaster	Metazoa	284	None	None	Negative
Q14657	Homo sapiens	Metazoa	143	None	None	Negative
Q9Y2L9	Homo sapiens	Metazoa	728	None	None	Negative
W0FKI0	Persicaria hydropiper	Viridiplantae	503	None	None	Negative
C0HLF6	Oxyopes takobius	Metazoa	48	None	None	Negative
O65312	Arabidopsis thaliana	Viridiplantae	689	None	None	Negative
Q96JF6	Homo sapiens	Metazoa	807	None	None	Negative
Q03828	Homo sapiens	Metazoa	476	None	None	Negative
Q9QY30	Mus musculus	Metazoa	1321	None	None	Negative
Q6QIX3	Rattus norvegicus	Metazoa	388	None	None	Negative
Q8NFA0	Homo sapiens	Metazoa	1604	None	None	Negative
Q9SEE5	Arabidopsis thaliana	Viridiplantae	496	None	None	Negative
Q03482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	75	None	None	Negative
Q10284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613	None	None	Negative
Q07527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1436	None	None	Negative
P47013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409	None	None	Negative
Q8N3S3	Homo sapiens	Metazoa	785	None	None	Negative
Q03164	Homo sapiens	Metazoa	3969	None	None	Negative
Q8TGH6	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	599	None	None	Negative
P38764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	993	None	None	Negative
P29499	Homarus americanus	Metazoa	58	None	None	Negative
Q9FIQ0	Arabidopsis thaliana	Viridiplantae	402	None	None	Negative
P34971	Mus musculus	Metazoa	466	None	None	Negative
Q66WT7	Bos taurus	Metazoa	162	None	None	Negative
Q91XC0	Mus musculus	Metazoa	547	None	None	Negative
Q9NQZ5	Homo sapiens	Metazoa	370	None	None	Negative
K9JHZ4	Xenopus laevis	Metazoa	1915	None	None	Negative
F4HRS2	Arabidopsis thaliana	Viridiplantae	2222	None	None	Negative
A0AUZ9	Homo sapiens	Metazoa	987	None	None	Negative
Q50L43	Mus musculus	Metazoa	825	None	None	Negative
F1M3L7	Rattus norvegicus	Metazoa	822	None	None	Negative
A6NFE3	Homo sapiens	Metazoa	127	None	None	Negative
P20610	Dictyostelium discoideum	Other	55	None	None	Negative
A0A060KY90	Solanum lycopersicum	Viridiplantae	630	None	None	Negative
P15802	Penicillium chrysogenum	Fungi	357	None	None	Negative
Q9BTT4	Homo sapiens	Metazoa	135	None	None	Negative
O82245	Arabidopsis thaliana	Viridiplantae	196	None	None	Negative
P18206	Homo sapiens	Metazoa	1134	None	None	Negative
O49485	Arabidopsis thaliana	Viridiplantae	603	None	None	Negative
Q9BTX1	Homo sapiens	Metazoa	674	None	None	Negative
Q69ZP3	Mus musculus	Metazoa	385	None	None	Negative
P26256	Hydra vulgaris	Metazoa	316	None	None	Negative
P53421	Pichia angusta	Fungi	645	None	None	Negative
Q8IY26	Homo sapiens	Metazoa	295	None	None	Negative
Q9C500	Arabidopsis thaliana	Viridiplantae	180	None	None	Negative
Q8BGK6	Mus musculus	Metazoa	515	None	None	Negative
J9VWW9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	225	None	None	Negative
P06244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	None	None	Negative
P36070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627	None	None	Negative
P62993	Homo sapiens	Metazoa	217	None	None	Negative
P35548	Homo sapiens	Metazoa	267	None	None	Negative
P52590	Rattus norvegicus	Metazoa	926	None	None	Negative
Q9CSB4	Mus musculus	Metazoa	1203	None	None	Negative
A0A0N9HQ36	Sinopodophyllum hexandrum	Viridiplantae	310	None	None	Negative
P82538	Arabidopsis thaliana	Viridiplantae	230	None	None	Negative
Q5U623	Homo sapiens	Metazoa	682	None	None	Negative
Q8BGG9	Mus musculus	Metazoa	420	None	None	Negative
Q9Z2H5	Mus musculus	Metazoa	879	None	None	Negative
I1RP53	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	355	None	None	Negative
Q92535	Homo sapiens	Metazoa	297	None	None	Negative
Q8N7C3	Homo sapiens	Metazoa	437	None	None	Negative
Q2UPZ7	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	498	None	None	Negative
P00008	Oryctolagus cuniculus	Metazoa	105	None	None	Negative
P05784	Mus musculus	Metazoa	423	None	None	Negative
O80397	Arabidopsis thaliana	Viridiplantae	366	None	None	Negative
O35094	Rattus norvegicus	Metazoa	453	None	None	Negative
P0DOY1	Mus musculus	Metazoa	740	None	None	Negative
F4J7T2	Arabidopsis thaliana	Viridiplantae	1907	None	None	Negative
P00396	Bos taurus	Metazoa	514	None	None	Negative
E7FDW2	Danio rerio	Metazoa	1053	None	None	Negative
Q9NTW7	Homo sapiens	Metazoa	645	None	None	Negative
Q8BGH4	Mus musculus	Metazoa	201	None	None	Negative
Q9JIS1	Rattus norvegicus	Metazoa	1555	None	None	Negative
Q96S95	Homo sapiens	Metazoa	79	None	None	Negative
Q80SU3	Mus musculus	Metazoa	361	None	None	Negative
A0A1B1FHP3	Catharanthus roseus	Viridiplantae	365	None	None	Negative
P35731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	None	None	Negative
Q6X1C0	Crocus sativus	Viridiplantae	460	None	None	Negative
Q9NYI0	Homo sapiens	Metazoa	1048	None	None	Negative
C9K2Q3	Alternaria brassicicola	Fungi	697	None	None	Negative
Q9NYZ3	Homo sapiens	Metazoa	739	None	None	Negative
Q07951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	None	None	Negative
P43605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	None	None	Negative
Q9Y2K1	Homo sapiens	Metazoa	713	None	None	Negative
P17988	Rattus norvegicus	Metazoa	291	None	None	Negative
Q92375	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	322	None	None	Negative
Q9R0P9	Mus musculus	Metazoa	223	None	None	Negative
Q7TQP3	Mus musculus	Metazoa	335	None	None	Negative
A0A3S5XFG0	Aspergillus versicolor	Fungi	380	None	None	Negative
O94735	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)	Fungi	317	None	None	Negative
O95721	Homo sapiens	Metazoa	258	None	None	Negative
Q9Y294	Homo sapiens	Metazoa	204	None	None	Negative
Q92674	Homo sapiens	Metazoa	756	None	None	Negative
Q96GI7	Homo sapiens	Metazoa	184	None	None	Negative
Q9M9G7	Arabidopsis thaliana	Viridiplantae	256	None	None	Negative
O23660	Arabidopsis thaliana	Viridiplantae	204	None	None	Negative
P24472	Mus musculus	Metazoa	222	None	None	Negative
D3ZU57	Rattus norvegicus	Metazoa	597	None	None	Negative
Q9NUL7	Homo sapiens	Metazoa	540	None	None	Negative
Q9ZVZ9	Arabidopsis thaliana	Viridiplantae	199	None	None	Negative
Q3ZBG0	Bos taurus	Metazoa	248	None	None	Negative
Q149B8	Mus musculus	Metazoa	807	None	None	Negative
Q06438	Cricetulus griseus	Metazoa	304	None	None	Negative
O14148	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1604	None	None	Negative
Q9UJW3	Homo sapiens	Metazoa	386	None	None	Negative
Q8CIS9	Rattus norvegicus	Metazoa	618	None	None	Negative
P53438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	None	None	Negative
Q53RM0	Oryza sativa subsp. japonica	Viridiplantae	415	None	None	Negative
Q33DV3	Antirrhinum majus	Viridiplantae	457	None	None	Negative
P78970	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	None	None	Negative
O43707	Homo sapiens	Metazoa	911	None	None	Negative
P36585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148	None	None	Negative
P47135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1091	None	None	Negative
Q9NVX2	Homo sapiens	Metazoa	485	None	None	Negative
Q8BGQ4	Mus musculus	Metazoa	820	None	None	Negative
P40010	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520	None	None	Negative
Q8TE85	Homo sapiens	Metazoa	626	None	None	Negative
Q4R0J7	Uromyces fabae	Fungi	349	None	None	Negative
Q9NZM4	Homo sapiens	Metazoa	1560	None	None	Negative
Q04740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	None	None	Negative
Q9NVQ4	Homo sapiens	Metazoa	179	None	None	Negative
P9WET2	Preussia isomera	Fungi	2197	None	None	Negative
Q9QZE5	Mus musculus	Metazoa	874	None	None	Negative
P62802	Sus scrofa	Metazoa	103	None	None	Negative
Q5CCK3	Oryza sativa subsp. japonica	Viridiplantae	506	None	None	Negative
Q99611	Homo sapiens	Metazoa	448	None	None	Negative
Q84JI0	Oryza sativa subsp. japonica	Viridiplantae	404	None	None	Negative
Q9FGS0	Arabidopsis thaliana	Viridiplantae	289	None	None	Negative
Q8BHJ9	Mus musculus	Metazoa	585	None	None	Negative
Q8MLY8	Drosophila melanogaster	Metazoa	208	None	None	Negative
F4JWS8	Arabidopsis thaliana	Viridiplantae	122	None	None	Negative
Q92802	Homo sapiens	Metazoa	583	None	None	Negative
P61956	Homo sapiens	Metazoa	95	None	None	Negative
P35812	Alocasia macrorrhizos	Viridiplantae	184	None	None	Negative
P11733	Locusta migratoria	Metazoa	131	None	None	Negative
Q8WV15	Homo sapiens	Metazoa	326	None	None	Negative
P48363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	None	None	Negative
P03987	Mus musculus	Metazoa	398	None	None	Negative
Q39026	Arabidopsis thaliana	Viridiplantae	395	None	None	Negative
Q13596	Homo sapiens	Metazoa	522	None	None	Negative
Q84V37	Chenopodium album	Viridiplantae	131	None	None	Negative
Q9Z1N7	Mus musculus	Metazoa	568	None	None	Negative
P06208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	619	None	None	Negative
O88566	Mus musculus	Metazoa	840	None	None	Negative
O35876	Rattus norvegicus	Metazoa	289	None	None	Negative
Q08696	Drosophila hydei	Metazoa	1391	None	None	Negative
P11179	Bos taurus	Metazoa	455	None	None	Negative
P85298	Homo sapiens	Metazoa	464	None	None	Negative
H0WFA5	Danio rerio	Metazoa	639	None	None	Negative
Q8NHH9	Homo sapiens	Metazoa	583	None	None	Negative
Q39055	Arabidopsis thaliana	Viridiplantae	390	None	None	Negative
Q9UST7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1339	None	None	Negative
Q16619	Homo sapiens	Metazoa	201	None	None	Negative
Q6VAB4	Stevia rebaudiana	Viridiplantae	458	None	None	Negative
P56377	Homo sapiens	Metazoa	157	None	None	Negative
P40560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513	None	None	Negative
P62751	Mus musculus	Metazoa	156	None	None	Negative
Q9Z0Y1	Mus musculus	Metazoa	186	None	None	Negative
P12798	Oryctolagus cuniculus	Metazoa	1093	None	None	Negative
P35427	Rattus norvegicus	Metazoa	203	None	None	Negative
P13516	Mus musculus	Metazoa	355	None	None	Negative
Q7Z7L1	Homo sapiens	Metazoa	901	None	None	Negative
E9PVX6	Mus musculus	Metazoa	3177	None	None	Negative
P68047	Arctocephalus galapagoensis	Metazoa	146	None	None	Negative
O74872	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	None	None	Negative
Q10M12	Oryza sativa subsp. japonica	Viridiplantae	348	None	None	Negative
Q91WG5	Mus musculus	Metazoa	566	None	None	Negative
P62869	Mus musculus	Metazoa	118	None	None	Negative
Q869S5	Dictyostelium discoideum	Other	1671	None	None	Negative
G2Q0E2	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799)	Fungi	454	None	None	Negative
A8MXE2	Homo sapiens	Metazoa	369	None	None	Negative
P35411	Rattus norvegicus	Metazoa	354	None	None	Negative
Q9SX29	Arabidopsis thaliana	Viridiplantae	159	None	None	Negative
Q9NS64	Homo sapiens	Metazoa	109	None	None	Negative
Q8C817	Mus musculus	Metazoa	491	None	None	Negative
Q7L3S4	Homo sapiens	Metazoa	317	None	None	Negative
P53620	Bos taurus	Metazoa	874	None	None	Negative
Q9U6Y4	Zoanthus sp.	Metazoa	231	None	None	Negative
Q9TYU5	Caenorhabditis elegans	Metazoa	458	None	None	Negative
P40123	Homo sapiens	Metazoa	477	None	None	Negative
Q8CIV2	Mus musculus	Metazoa	574	None	None	Negative
O60563	Homo sapiens	Metazoa	726	None	None	Negative
P41901	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	512	None	None	Negative
Q4VC31	Homo sapiens	Metazoa	144	None	None	Negative
P80045	Locusta migratoria	Metazoa	65	None	None	Negative
Q6ZRS4	Homo sapiens	Metazoa	1044	None	None	Negative
O01634	Caenorhabditis elegans	Metazoa	408	None	None	Negative
Q9BXL5	Homo sapiens	Metazoa	484	None	None	Negative
Q9P2Q2	Homo sapiens	Metazoa	1039	None	None	Negative
P54858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	None	None	Negative
Q922S8	Mus musculus	Metazoa	721	None	None	Negative
Q9JKC8	Mus musculus	Metazoa	418	None	None	Negative
Q9GPM4	Dictyostelium discoideum	Other	420	None	None	Negative
Q9HB09	Homo sapiens	Metazoa	250	None	None	Negative
Q93560	Caenorhabditis elegans	Metazoa	817	None	None	Negative
Q86IG3	Dictyostelium discoideum	Other	232	None	None	Negative
Q9DBC7	Mus musculus	Metazoa	381	None	None	Negative
Q2QUC5	Oryza sativa subsp. japonica	Viridiplantae	523	None	None	Negative
M9LRQ6	Pseudozyma antarctica (strain T-34)	Fungi	520	None	None	Negative
Q12181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	None	None	Negative
E9QYP0	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	501	None	None	Negative
J9VJ99	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	456	None	None	Negative
P05084	Drosophila melanogaster	Metazoa	758	None	None	Negative
Q8WTY4	Mus musculus	Metazoa	309	None	None	Negative
Q63633	Rattus norvegicus	Metazoa	1139	None	None	Negative
O14640	Homo sapiens	Metazoa	695	None	None	Negative
P55036	Homo sapiens	Metazoa	377	None	None	Negative
Q9R154	Rattus norvegicus	Metazoa	780	None	None	Negative
O95755	Homo sapiens	Metazoa	267	None	None	Negative
P15175	Sus scrofa	Metazoa	96	None	None	Negative
A1DN30	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)	Fungi	764	None	None	Negative
P68230	Camelus bactrianus	Metazoa	147	None	None	Negative
Q96AY4	Homo sapiens	Metazoa	2481	None	None	Negative
Q8BMJ2	Mus musculus	Metazoa	1178	None	None	Negative
Q8WXT5	Homo sapiens	Metazoa	416	None	None	Negative
Q681Y3	Arabidopsis thaliana	Viridiplantae	432	None	None	Negative
P81478	Craspedocephalus gramineus	Metazoa	122	None	None	Negative
P37137	Xenopus laevis	Metazoa	402	None	None	Negative
Q08206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	761	None	None	Negative
O75330	Homo sapiens	Metazoa	724	None	None	Negative
Q7TPM6	Mus musculus	Metazoa	496	None	None	Negative
A2BGR3	Danio rerio	Metazoa	1451	None	None	Negative
A0A516F3Z6	Penicillium patulum	Fungi	614	None	None	Negative
Q9XIN0	Arabidopsis thaliana	Viridiplantae	650	None	None	Negative
Q6GQT6	Mus musculus	Metazoa	1276	None	None	Negative
Q0CG33	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	375	None	None	Negative
Q96RU3	Homo sapiens	Metazoa	617	None	None	Negative
E9Q4S1	Mus musculus	Metazoa	865	None	None	Negative
P38228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	572	None	None	Negative
Q61043	Mus musculus	Metazoa	2113	None	None	Negative
Q9QY01	Mus musculus	Metazoa	1037	None	None	Negative
Q12840	Homo sapiens	Metazoa	1032	None	None	Negative
P61580	Homo sapiens	Metazoa	75	None	None	Negative
P58774	Mus musculus	Metazoa	284	None	None	Negative
Q8WXI2	Homo sapiens	Metazoa	1034	None	None	Negative
Q5PPI1	Rattus norvegicus	Metazoa	221	None	None	Negative
Q61290	Mus musculus	Metazoa	2272	None	None	Negative
D3Z338	Mus musculus	Metazoa	116	None	None	Negative
H2KY84	Caenorhabditis elegans	Metazoa	1185	None	None	Negative
P18090	Rattus norvegicus	Metazoa	466	None	None	Negative
A8MVA2	Homo sapiens	Metazoa	160	None	None	Negative
P09739	Rattus norvegicus	Metazoa	259	None	None	Negative
D4AA47	Rattus norvegicus	Metazoa	1251	None	None	Negative
Q8K327	Mus musculus	Metazoa	802	None	None	Negative
A4GDS6	Olea europaea	Viridiplantae	134	None	None	Negative
Q8R050	Mus musculus	Metazoa	636	None	None	Negative
P38361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574	None	None	Negative
Q8WX94	Homo sapiens	Metazoa	980	None	None	Negative
A4GCR8	Olea europaea	Viridiplantae	134	None	None	Negative
A6NGB7	Homo sapiens	Metazoa	291	None	None	Negative
Q00869	Fusarium equiseti	Fungi	3131	None	None	Negative
Q86X95	Homo sapiens	Metazoa	450	None	None	Negative
F1SY83	Postia placenta (strain ATCC 44394 / Madison 698-R)	Fungi	568	None	None	Negative
O70566	Mus musculus	Metazoa	1098	None	None	Negative
P97377	Mus musculus	Metazoa	346	None	None	Negative
Q9LY74	Arabidopsis thaliana	Viridiplantae	338	None	None	Negative
Q9D1C2	Mus musculus	Metazoa	127	None	None	Negative
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	None	None	Negative
P10608	Rattus norvegicus	Metazoa	418	None	None	Negative
Q61532	Mus musculus	Metazoa	720	None	None	Negative
P35357	Gekko gecko	Metazoa	355	None	None	Negative
Q8IVJ1	Homo sapiens	Metazoa	513	None	None	Negative
Q01291	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	290	None	None	Negative
O02115	Caenorhabditis elegans	Metazoa	263	None	None	Negative
P36150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593	None	None	Negative
Q9H7C9	Homo sapiens	Metazoa	122	None	None	Negative
P90901	Caenorhabditis elegans	Metazoa	575	None	None	Negative
Q96EL3	Homo sapiens	Metazoa	112	None	None	Negative
Q96CN4	Homo sapiens	Metazoa	794	None	None	Negative
P47740	Mus musculus	Metazoa	484	None	None	Negative
Q86XF0	Homo sapiens	Metazoa	187	None	None	Negative
Q64707	Mus musculus	Metazoa	428	None	None	Negative
Q969S6	Homo sapiens	Metazoa	136	None	None	Negative
A0A0S2CGD3	Monascus ruber	Fungi	303	None	None	Negative
Q8K353	Mus musculus	Metazoa	104	None	None	Negative
P36613	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	322	None	None	Negative
R9QMR4	Pinus contorta	Viridiplantae	621	None	None	Negative
Q3KNV8	Homo sapiens	Metazoa	242	None	None	Negative
A6NGK3	Homo sapiens	Metazoa	116	None	None	Negative
Q96H78	Homo sapiens	Metazoa	314	None	None	Negative
Q68CQ7	Homo sapiens	Metazoa	371	None	None	Negative
P33527	Homo sapiens	Metazoa	1531	None	None	Negative
Q8N0Z6	Homo sapiens	Metazoa	440	None	None	Negative
Q9SSB4	Arabidopsis thaliana	Viridiplantae	464	None	None	Negative
Q7JXF5	Drosophila melanogaster	Metazoa	394	None	None	Negative
Q58EL7	Danio rerio	Metazoa	495	None	None	Negative
Q8CCS6	Mus musculus	Metazoa	302	None	None	Negative
P48494	Oryza sativa subsp. japonica	Viridiplantae	253	None	None	Negative
A0A484FVL2	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422)	Fungi	520	None	None	Negative
Q6NXP2	Homo sapiens	Metazoa	309	None	None	Negative
F8VPN2	Mus musculus	Metazoa	2785	None	None	Negative
Q9LES3	Arabidopsis thaliana	Viridiplantae	297	None	None	Negative
B8NM69	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	480	None	None	Negative
A0A0D1CVS5	Mycosarcoma maydis	Fungi	624	None	None	Negative
Q96BP2	Homo sapiens	Metazoa	118	None	None	Negative
Q09821	Sus scrofa	Metazoa	138	None	None	Negative
Q9H089	Homo sapiens	Metazoa	658	None	None	Negative
Q9BS91	Homo sapiens	Metazoa	424	None	None	Negative
P97382	Mus musculus	Metazoa	249	None	None	Negative
Q9Y794	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	972	None	None	Negative
Q6PH08	Mus musculus	Metazoa	957	None	None	Negative
O23708	Arabidopsis thaliana	Viridiplantae	235	None	None	Negative
O35737	Mus musculus	Metazoa	449	None	None	Negative
D4N500	Papaver somniferum	Viridiplantae	364	None	None	Negative
Q9D0E1	Mus musculus	Metazoa	729	None	None	Negative
P06505	Spinacia oleracea	Viridiplantae	335	None	None	Negative
P16350	Vicia sativa	Viridiplantae	52	None	None	Negative
Q96T75	Homo sapiens	Metazoa	97	None	None	Negative
P18054	Homo sapiens	Metazoa	663	None	None	Negative
P53081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	None	None	Negative
P39547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	None	None	Negative
Q6UUV9	Homo sapiens	Metazoa	634	None	None	Negative
Q3TBL6	Mus musculus	Metazoa	204	None	None	Negative
O04209	Arabidopsis thaliana	Viridiplantae	258	None	None	Negative
Q6L8Q7	Homo sapiens	Metazoa	609	None	None	Negative
Q6H4G3	Oryza sativa subsp. japonica	Viridiplantae	311	None	None	Negative
A0A3G9H185	Talaromyces verruculosus	Fungi	293	None	None	Negative
Q5SZA1	Mus musculus	Metazoa	478	None	None	Negative
Q9Y0I1	Drosophila melanogaster	Metazoa	424	None	None	Negative
P03888	Mus musculus	Metazoa	318	None	None	Negative
Q6ATS0	Oryza sativa subsp. japonica	Viridiplantae	754	None	None	Negative
Q8K3M5	Mus musculus	Metazoa	476	None	None	Negative
Q9ULD2	Homo sapiens	Metazoa	1270	None	None	Negative
A0A8I3QA39	Canis lupus familiaris	Metazoa	776	None	None	Negative
F4JZY1	Arabidopsis thaliana	Viridiplantae	1586	None	None	Negative
P12527	Rattus norvegicus	Metazoa	673	None	None	Negative
P08287	Gallus gallus	Metazoa	225	None	None	Negative
Q8BHD0	Mus musculus	Metazoa	217	None	None	Negative
P00710	Camelus dromedarius	Metazoa	123	None	None	Negative
Q9N5A8	Caenorhabditis elegans	Metazoa	228	None	None	Negative
Q9FNI7	Arabidopsis thaliana	Viridiplantae	534	None	None	Negative
Q41969	Arabidopsis thaliana	Viridiplantae	268	None	None	Negative
Q32P12	Mus musculus	Metazoa	615	None	None	Negative
Q9NZM5	Homo sapiens	Metazoa	478	None	None	Negative
Q9FVW3	Arabidopsis thaliana	Viridiplantae	348	None	None	Negative
P53748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	None	None	Negative
Q8K430	Rattus norvegicus	Metazoa	640	None	None	Negative
Q7TPN9	Mus musculus	Metazoa	612	None	None	Negative
Q02293	Rattus norvegicus	Metazoa	437	None	None	Negative
Q9UGV2	Homo sapiens	Metazoa	375	None	None	Negative
O23712	Arabidopsis thaliana	Viridiplantae	277	None	None	Negative
Q99J83	Mus musculus	Metazoa	275	None	None	Negative
C5YHI2	Sorghum bicolor	Viridiplantae	545	None	None	Negative
Q2VYF4	Homo sapiens	Metazoa	491	None	None	Negative
Q94B35	Arabidopsis thaliana	Viridiplantae	466	None	None	Negative
Q86VI4	Homo sapiens	Metazoa	317	None	None	Negative
P48555	Drosophila melanogaster	Metazoa	201	None	None	Negative
P68086	Erythrocebus patas	Metazoa	154	None	None	Negative
Q84TB5	Oryza sativa subsp. japonica	Viridiplantae	434	None	None	Negative
Q9P3W4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	None	None	Negative
Q04600	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565	None	None	Negative
A0A0A0LLY1	Cucumis sativus	Viridiplantae	160	None	None	Negative
O70146	Mus musculus	Metazoa	627	None	None	Negative
P05619	Equus caballus	Metazoa	379	None	None	Negative
P00980	Dendroaspis angusticeps	Metazoa	59	None	None	Negative
P14359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	None	None	Negative
Q96GT9	Homo sapiens	Metazoa	111	None	None	Negative
A2ASZ8	Mus musculus	Metazoa	469	None	None	Negative
Q09019	Homo sapiens	Metazoa	674	None	None	Negative
A0A0B5A051	Humulus lupulus	Viridiplantae	414	None	None	Negative
P19511	Rattus norvegicus	Metazoa	256	None	None	Negative
Q13136	Homo sapiens	Metazoa	1202	None	None	Negative
A0A411KUQ7	Acremonium sp	Fungi	333	None	None	Negative
P09622	Homo sapiens	Metazoa	509	None	None	Negative
P48165	Homo sapiens	Metazoa	433	None	None	Negative
Q9Y5W9	Homo sapiens	Metazoa	270	None	None	Negative
Q9DBY8	Mus musculus	Metazoa	855	None	None	Negative
Q9BSR8	Homo sapiens	Metazoa	244	None	None	Negative
Q08AE8	Homo sapiens	Metazoa	756	None	None	Negative
P52855	Zea mays	Viridiplantae	109	None	None	Negative
P33285	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	67	None	None	Negative
P34470	Caenorhabditis elegans	Metazoa	288	None	None	Negative
